"","st","year","X","state","gov_party","hs_abs_diff","sen_abs_diff","divided_gov","gini","gop_pct","unemploy","foreign_born_pop","population","pc_income","bowen_legprof_firstdim","bowen_legprof_seconddim","sess_length","leg_realsalary","leg_expend","squire_2015","squire_2009","squire_2003","squire_1996","squire_1986","squire_1979","legprofscore","legprofscore2","counter","dem_leg_median","rep_leg_median","l_diffs","logpop","pct_fb","divided_gov_1993","gov_party_1993","legprofscore_1993","hs_abs_diff_1993","sen_abs_diff_1993","logpop_1993","pc_income_1993","unemploy_1993","pct_fb_1993","gini_1993","leg_realsalary_1993","sess_length_1993","leg_expend_1993","abs_diff","abs_diff_1993","hou_chamber","sen_chamber","h_diffs","s_diffs","hou_dem","hou_rep","sen_dem","sen_rep","house_term_limit_year","house_term_limit","senate_term_limit_year","senate_term_limit","house_term_limit_length","senate_tl_plus","average_term_limitedness_score","house_term_limitedness_score","senate_term_limitedness_score","term_limitedness","house_term_limitedness","senate_term_limitedness","close5","close10","na_close","house_term_limit2"
"783","NY",2007,805,"NY",1,20,3.22581,1,0.661371648311615,0.407122343,4.6,4579523.4,19000000,47.467,4.9877224,-1.95812,517.5899963,164.1245547,1933.158264,0.43,0.606,0.48,0.515,0.659,0.407,-0.500875292912823,0.48,215,-1.452,-0.0545,1.3975,16.7599495371307,0.241027547368421,1,1,0.515,17.33334,7.37705,16.7058823158604,25.566,8.39999961853027,0.175374588888889,0.598061084747314,171.3730625,324.9499969,2318.450684,11.612905,12.355195,-1.128,-0.291,1.335,1.497,-1.438,-0.103,-1.482,0.015,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0235849056603774,0.0613207547169811,0,0
"785","NY",2009,807,"NY",1,22.48322,1.6129,0,0.664238154888153,0.364233189,8.3,4254664.1,19000000,46.916,4.6085591,-1.3354416,427.1499939,160.3040156,2027.917847,0.43,0.606,0.48,0.515,0.659,0.407,-0.500875292912823,0.606,214,-1.398,-0.045,1.353,16.7599495371307,0.223929689473684,1,1,0.515,17.33334,7.37705,16.7058823158604,25.566,8.39999961853027,0.175374588888889,0.598061084747314,171.3730625,324.9499969,2318.450684,12.04806,12.355195,-1.13,-0.835,1.327,1.376,-1.398,-0.071,-1.375,0.001,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0188679245283019,0.0471698113207547,0,0
"787","NY",2011,809,"NY",1,16,1.6129,1,0.691498816013336,0.364233189,8.3,3911080.9,19523202,50.77,4.7010403,-2.1007705,515.4599915,152.5721641,1777.195068,0.43,0.606,0.48,0.515,0.659,0.407,-0.500875292912823,0.606,211,-1.477,-0.023,1.454,16.7871141623819,0.200329889533489,1,1,0.515,17.33334,7.37705,16.7058823158604,25.566,8.39999961853027,0.175374588888889,0.598061084747314,171.3730625,324.9499969,2318.450684,8.80645,12.355195,-1.098,-0.271,1.39,1.716,-1.425,-0.035,-1.675,0.041,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0518867924528302,0.108490566037736,0,0
"789","NY",2013,811,"NY",1,21.3333333,2.38095240000001,0,0.699498116970062,0.356990086,7.7,3996976.7,19691032,54.388,4.4785709,-2.3236535,518.2999878,147.64175,1561.237793,0.43,0.606,0.48,0.515,0.659,0.407,-0.843970070294529,0.606,213,-1.4115,0.012,1.4235,16.7956738616339,0.202984622644461,1,1,0.515,17.33334,7.37705,16.7058823158604,25.566,8.39999961853027,0.175374588888889,0.598061084747314,171.3730625,324.9499969,2318.450684,11.85714285,12.355195,-1.061,-0.754,1.384,1.669,-1.387,-0.003,-1.626,0.043,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0892018779342723,0.131455399061033,0,0
"793","OH",1993,815,"OH",0,3.53535,10.60606,1,0.530167162418365,0.488318367,7,283554.8,11000000,20.74,2.0687656,-1.2937241,307,126.4491836,655.7328491,0.384,0.38,0.304,0.315,0.329,0.355,-1.1551826401565,0.329,NA,NA,NA,NA,16.2134058307626,0.0257777090909091,1,0,0.315,3.53535,10.60606,16.2134058307626,20.74,7,0.0257777090909091,0.530167162418365,126.4491836,307,655.7328491,7.070705,7.070705,NA,NA,NA,NA,NA,NA,NA,NA,2000,0,2000,0,8,0,0.85,0.92,0.64,0,0,0,0.0782608695652174,0.147826086956522,0,0
"795","OH",1995,817,"OH",0,6.56565,10.60606,0,0.530594408512115,0.488318367,4.69999980926514,299476,11000000,22.707,1.2624377,-0.33995247,199.9199982,119.668918,657.4294128,0.384,0.38,0.304,0.315,0.329,0.355,-1.1551826401565,0.329,128,-0.628,0.7495,1.3775,16.2134058307626,0.0272250909090909,1,0,0.315,3.53535,10.60606,16.2134058307626,20.74,7,0.0257777090909091,0.530167162418365,126.4491836,307,655.7328491,8.585855,7.070705,0.485,0.756,1.258,1.904,-0.589,0.669,-0.867,1.037,2000,0,2000,0,8,0,0.85,0.92,0.64,0,0,0,0.0956521739130435,0.130434782608696,0,0
"797","OH",1997,819,"OH",0,10.60606,13.63636,0,0.535020351409912,0.464030508,4.90000009536743,315397.2,11000000,25.037,2.0202725,-1.4332715,322,114.3986719,666.8460999,0.384,0.38,0.304,0.315,0.329,0.355,-1.1551826401565,0.315,130,-0.629,0.772,1.401,16.2134058307626,0.0286724727272727,1,0,0.315,3.53535,10.60606,16.2134058307626,20.74,7,0.0257777090909091,0.530167162418365,126.4491836,307,655.7328491,12.12121,7.070705,0.573,0.8,1.303,1.939,-0.612,0.691,-0.917,1.022,2000,0,2000,0,8,0,0.85,0.92,0.64,0,0,0,0.0347826086956522,0.0869565217391304,0,0
"799","OH",1999,821,"OH",0,9.59596,13.63636,0,0.541101813316345,0.464030508,4.19999980926514,331318.4,11000000,27.179,1.1999556,-0.45299712,211,109.2558242,656.9502258,0.384,0.38,0.304,0.315,0.329,0.355,-1.1551826401565,0.315,130,-0.627,0.817,1.444,16.2134058307626,0.0301198545454545,1,0,0.315,3.53535,10.60606,16.2134058307626,20.74,7,0.0257777090909091,0.530167162418365,126.4491836,307,655.7328491,11.61616,7.070705,0.576,0.807,1.242,1.885,-0.506,0.736,-0.894,0.991,2000,0,2000,0,8,0,0.85,0.92,0.64,0,0,0,0.0431034482758621,0.0862068965517241,0,0
"801","OH",2001,823,"OH",0,9.59596,12.5,0,0.528712451457977,0.518184317,4,352325.9,11000000,29.237,1.8034105,-0.79348052,259,126.257918,731.054718,0.384,0.38,0.304,0.315,0.329,0.355,-1.19072757757592,0.315,130,-0.711,0.888,1.599,16.2134058307626,0.0320296272727273,1,0,0.315,3.53535,10.60606,16.2134058307626,20.74,7,0.0257777090909091,0.530167162418365,126.4491836,307,655.7328491,11.04798,7.070705,0.662,0.804,1.553,1.738,-0.619,0.934,-0.851,0.887,2000,1,2000,1,8,0,0.85,0.92,0.64,0.85,0.92,0.64,0.0608695652173913,0.121739130434783,0,1
"803","OH",2003,825,"OH",0,11.61616,16.66667,0,0.543461263179779,0.518184317,6,378419.7,11000000,30.393,1.7139474,-0.89294285,252,124.6602734,635.5916748,0.384,0.38,0.304,0.315,0.329,0.355,-1.19072757757592,0.304,138,-0.746,0.95,1.696,16.2134058307626,0.0344017909090909,1,0,0.315,3.53535,10.60606,16.2134058307626,20.74,7,0.0257777090909091,0.530167162418365,126.4491836,307,655.7328491,14.141415,7.070705,0.807,0.807,1.657,1.732,-0.619,1.038,-0.851,0.881,2000,1,2000,1,8,0,0.85,0.92,0.64,0.85,0.92,0.64,0.0172413793103448,0.0862068965517241,0,1
"805","OH",2005,827,"OH",0,9.59596,16.66667,0,0.572884500026703,0.510587607,6,404513.5,11000000,32.523,1.619188,-0.85543036,252,123.6698438,599.9667358,0.384,0.38,0.304,0.315,0.329,0.355,-1.19072757757592,0.304,135,-0.755,0.9455,1.7005,16.2134058307626,0.0367739545454545,1,0,0.315,3.53535,10.60606,16.2134058307626,20.74,7,0.0257777090909091,0.530167162418365,126.4491836,307,655.7328491,13.131315,7.070705,0.764,0.804,1.678,1.749,-0.629,1.049,-0.884,0.865,2000,1,2000,1,8,0,0.85,0.92,0.64,0.85,0.92,0.64,0.0434782608695652,0.130434782608696,0,1
"807","OH",2007,829,"OH",1,3.53535,13.63636,1,0.588658630847931,0.510587607,5.6,395003.2,12000000,35.488,2.3814528,-2.07951,378,123.3379727,499.48909,0.384,0.38,0.304,0.315,0.329,0.355,-0.967584026261706,0.304,136,-0.732,0.9695,1.7015,16.3004172077523,0.0329169333333333,1,0,0.315,3.53535,10.60606,16.2134058307626,20.74,7,0.0257777090909091,0.530167162418365,126.4491836,307,655.7328491,8.585855,7.070705,0.6,0.804,1.7,1.758,-0.691,1.009,-0.884,0.874,2000,1,2000,1,8,0,0.85,0.92,0.64,0.85,0.92,0.64,0.103448275862069,0.189655172413793,0,1
"809","OH",2009,831,"OH",1,3.53535,13.63636,1,0.575795233249664,0.476661592,10.3,456701.1,12000000,35.61,1.5933985,-0.96561724,258,122.1617461,541.2195129,0.384,0.38,0.304,0.315,0.329,0.355,-0.967584026261706,0.38,135,-0.7755,0.977,1.7525,16.3004172077523,0.038058425,1,0,0.315,3.53535,10.60606,16.2134058307626,20.74,7,0.0257777090909091,0.530167162418365,126.4491836,307,655.7328491,8.585855,7.070705,-0.404,0.695,1.723,1.796,-0.733,0.99,-0.888,0.908,2000,1,2000,1,8,1,0.85,0.92,0.64,0.85,0.92,0.64,0.0608695652173913,0.130434782608696,0,1
"811","OH",2011,833,"OH",0,9.59596,19.69697,0,0.567990839481354,0.476661592,8.8,352325.9,11545442,38.821,1.4599814,-0.95480686,253,116.2686367,512.5255432,0.384,0.38,0.304,0.315,0.329,0.355,-0.967584026261706,0.38,147,-0.791,0.986,1.777,16.2618012850097,0.0305164496950398,1,0,0.315,3.53535,10.60606,16.2134058307626,20.74,7,0.0257777090909091,0.530167162418365,126.4491836,307,655.7328491,14.646465,7.070705,0.829,0.781,1.729,1.845,-0.74,0.989,-0.903,0.942,2000,1,2000,1,8,1,0.85,0.92,0.64,0.85,0.92,0.64,0.129310344827586,0.21551724137931,0,1
"813","OH",2013,835,"OH",0,10.6060606,19.6969697,0,0.565278768539429,0.484854475,7.5,378419.7,11572232,40.694,1.1780857,-0.58529955,214.5899963,112.5104453,544.4973755,0.384,0.38,0.304,0.315,0.329,0.355,-0.95711272639441,0.38,133,-0.798,0.976,1.774,16.2641189932699,0.0327006665611267,1,0,0.315,3.53535,10.60606,16.2134058307626,20.74,7,0.0257777090909091,0.530167162418365,126.4491836,307,655.7328491,15.15151515,7.070705,0.808,0.82,1.712,1.865,-0.736,0.976,-0.915,0.95,2000,1,2000,1,8,1,0.85,0.92,0.64,0.85,0.92,0.64,0.0521739130434783,0.156521739130435,0,1
"817","OK",1993,839,"OK",1,17.32674,27.08334,0,0.568197131156921,0.556221183,5.90000009536743,85366.4,3300000,17.872,0.34686711,-0.14658494,137,95.37283594,367.5400391,0.229,0.181,0.187,0.188,0.25,0.249,-1.67131331615219,0.25,NA,NA,NA,NA,15.0094330264367,0.0258686060606061,0,1,0.188,17.32674,27.08334,15.0094330264367,17.872,5.90000009536743,0.0258686060606061,0.568197131156921,95.37283594,137,367.5400391,22.20504,22.20504,NA,NA,NA,NA,NA,NA,NA,NA,2004,0,2004,0,8,0,0,-0.02,0.03,0,0,0,0.032,0.08,0,0
"819","OK",1995,841,"OK",0,13.36634,22.91666,1,0.56387597322464,0.556221183,4.90000009536743,98618,3300000,19.164,0.2433425,-0.11164708,134,90.25890234,363.8170624,0.229,0.181,0.187,0.188,0.25,0.249,-1.67131331615219,0.25,NA,NA,NA,NA,15.0094330264367,0.0298842424242424,0,1,0.188,17.32674,27.08334,15.0094330264367,17.872,5.90000009536743,0.0258686060606061,0.568197131156921,95.37283594,137,367.5400391,18.1415,22.20504,NA,NA,NA,NA,NA,NA,NA,NA,2004,0,2004,0,8,0,0,-0.02,0.03,0,0,0,0.056,0.088,0,0
"821","OK",1997,843,"OK",0,14.35644,18.75,1,0.565379440784454,0.544006091,4.30000019073486,111869.6,3400000,21.011,0.24995659,-0.13197005,140,86.28387891,395.7285461,0.229,0.181,0.187,0.188,0.25,0.249,-1.67131331615219,0.188,149,-0.056,1.088,1.144,15.0392859895864,0.0329028235294118,0,1,0.188,17.32674,27.08334,15.0094330264367,17.872,5.90000009536743,0.0258686060606061,0.568197131156921,95.37283594,137,367.5400391,16.55322,22.20504,0.104,0.005,1.151,1.114,-0.029,1.122,-0.082,1.032,2004,0,2004,0,8,0,0,-0.02,0.03,0,0,0,0.072,0.16,0,0
"823","OK",1999,845,"OK",0,10.39604,18.75,1,0.571963012218475,0.544006091,4,125121.2,3400000,22.282,0.50547397,-0.060377434,134,98.88593359,484.8115845,0.229,0.181,0.187,0.188,0.25,0.249,-1.67131331615219,0.188,149,-0.0565,1.08,1.1365,15.0392859895864,0.0368003529411765,0,1,0.188,17.32674,27.08334,15.0094330264367,17.872,5.90000009536743,0.0258686060606061,0.568197131156921,95.37283594,137,367.5400391,14.57302,22.20504,0.115,0.015,1.114,1.127,-0.033,1.081,-0.077,1.05,2004,0,2004,0,8,0,0,-0.02,0.03,0,0,0,0.048,0.088,0,0
"825","OK",2001,847,"OK",0,2.47525,12.5,1,0.564993441104889,0.610806712,2.70000004768372,139210.5,3500000,25.355,0.3987515,-0.080544464,130,93.82482422,450.6002045,0.229,0.181,0.187,0.188,0.25,0.249,-1.67664666212755,0.188,150,-0.053,1.118,1.171,15.0682735264596,0.0397744285714286,0,1,0.188,17.32674,27.08334,15.0094330264367,17.872,5.90000009536743,0.0258686060606061,0.568197131156921,95.37283594,137,367.5400391,7.487625,22.20504,0.344,0.064,1.146,1.191,-0.029,1.117,-0.073,1.118,2004,0,2004,0,8,0,0,-0.02,0.03,0,0,0,0.088,0.128,0,0
"827","OK",2003,849,"OK",1,2.47525,7.44681,0,0.594213783740997,0.610806712,5.40000009536743,154137.5,3500000,26.72,0.314408,-0.074866764,141,89.83423437,434.3912811,0.229,0.181,0.187,0.188,0.25,0.249,-1.67664666212755,0.187,149,-0.02,1.1155,1.1355,15.0682735264596,0.0440392857142857,0,1,0.188,17.32674,27.08334,15.0094330264367,17.872,5.90000009536743,0.0258686060606061,0.568197131156921,95.37283594,137,367.5400391,4.96103,22.20504,0.319,0.183,1.122,1.187,-0.013,1.109,-0.061,1.126,2004,0,2004,0,8,0,0,-0.02,0.03,0,0,0,0.056,0.088,0,0
"829","OK",2005,851,"OK",1,6.43564,4.16667,1,0.63675856590271,0.655704017,4.5,169064.5,3500000,31.062,0.22355628,-0.073410697,132,84.40877344,425.2695007,0.229,0.181,0.187,0.188,0.25,0.249,-1.67664666212755,0.187,149,-0.0345,1.145,1.1795,15.0682735264596,0.0483041428571429,0,1,0.188,17.32674,27.08334,15.0094330264367,17.872,5.90000009536743,0.0258686060606061,0.568197131156921,95.37283594,137,367.5400391,5.301155,22.20504,1.013,0.193,1.17,1.236,-0.028,1.142,-0.065,1.171,2004,1,2004,1,8,0,0,-0.02,0.03,0,-0.02,0.03,0.072,0.096,0,1
"831","OK",2007,853,"OK",1,6.43564,0,1,0.644816100597382,0.655704017,4.1,178127.6,3600000,35.133,0.064586297,0.035919711,128,79.27525391,421.8743439,0.229,0.181,0.187,0.188,0.25,0.249,-1.70925824771631,0.187,149,-0.021,1.1895,1.2105,15.0964444034263,0.0494798888888889,0,1,0.188,17.32674,27.08334,15.0094330264367,17.872,5.90000009536743,0.0258686060606061,0.568197131156921,95.37283594,137,367.5400391,3.21782,22.20504,1.065,0.852,1.217,1.188,-0.021,1.196,-0.02,1.168,2004,1,2004,1,8,0,0,-0.02,0.03,0,-0.02,0.03,0.08,0.152,0,1
"833","OK",2009,855,"OK",1,10.39604,4.16667,1,0.61380809545517,0.656450811,6.4,198918.5,3700000,34.92,0.073877022,-0.04511236,135,77.42986719,404.7304382,0.229,0.181,0.187,0.188,0.25,0.249,-1.70925824771631,0.181,NA,NA,NA,NA,15.1238433776145,0.0537617567567568,0,1,0.188,17.32674,27.08334,15.0094330264367,17.872,5.90000009536743,0.0258686060606061,0.568197131156921,95.37283594,137,367.5400391,7.281355,22.20504,NA,NA,NA,NA,NA,NA,NA,NA,2004,1,2004,1,8,0,0,-0.02,0.03,0,-0.02,0.03,0.024,0.064,0,1
"835","OK",2011,857,"OK",0,19.30693,16.66667,0,0.603004097938538,0.656450811,5.9,139210.5,3786626,38.47,-0.040201537,-0.14497684,136.0999985,73.69523438,312.7213593,0.229,0.181,0.187,0.188,0.25,0.249,-1.70925824771631,0.181,149,-0.03,1.202,1.232,15.1469859430949,0.0367637310893656,0,1,0.188,17.32674,27.08334,15.0094330264367,17.872,5.90000009536743,0.0258686060606061,0.568197131156921,95.37283594,137,367.5400391,17.9868,22.20504,1.152,1.076,1.236,1.185,-0.03,1.206,-0.023,1.162,2004,1,2004,1,8,0,0,-0.02,0.03,0,-0.02,0.03,0.064,0.12,0,1
"837","OK",2013,859,"OK",0,21.2871287,25,0,0.601886868476868,0.667723197,5.3,154137.5,3853405,42.713,-0.070377573,-0.11135411,129,71.31375,331.9242401,0.229,0.181,0.187,0.188,0.25,0.249,-1.4740332754279,0.181,149,-0.042,1.2145,1.2565,15.1644677309834,0.0400003373639677,0,1,0.188,17.32674,27.08334,15.0094330264367,17.872,5.90000009536743,0.0258686060606061,0.568197131156921,95.37283594,137,367.5400391,23.14356435,22.20504,1.167,1.091,1.292,1.082,-0.051,1.241,0.075,1.157,2004,1,2004,1,8,1,0,-0.02,0.03,0,-0.02,0.03,0.024,0.072,0,1
