"","state","year","gov_party","hs_abs_diff","sen_abs_diff","divided_gov","gini","gop_pct","unemploy","foreign_born_pop","population","pc_income","bowen_legprof_firstdim","bowen_legprof_seconddim","sess_length","leg_realsalary","leg_expend","squire_2015","squire_2009","squire_2003","squire_1996","squire_1986","squire_1979","legprofscore","legprofscore2","counter","dem_leg_median","rep_leg_median","l_diffs","logpop","pct_fb","divided_gov_1993","gov_party_1993","legprofscore_1993","hs_abs_diff_1993","sen_abs_diff_1993","logpop_1993","pc_income_1993","unemploy_1993","pct_fb_1993","gini_1993","leg_realsalary_1993","sess_length_1993","leg_expend_1993","abs_diff","abs_diff_1993","hou_chamber","sen_chamber","h_diffs","s_diffs","hou_dem","hou_rep","sen_dem","sen_rep","st","house_term_limit_year","house_term_limit","senate_term_limit_year","senate_term_limit","house_term_limit_length","senate_tl_plus","average_term_limitedness_score","house_term_limitedness_score","senate_term_limitedness_score","term_limitedness","house_term_limitedness","senate_term_limitedness","l_diffs_lag","h_diffs_lag","s_diffs_lag"
"582","NH",2007,1,9.75,8.33333,0,0.564984679222107,0.493097114,3.5,63226.7,"1300000",45.199,-1.2472183,-0.39924082,128.6600037,0.206445976,66.71928787,0.048,0.031,0.027,0.034,0.042,0.062,0.031,0.027,425,-0.969,0.615,1.584,14.0778748224318,0.0486359230769231,0,0,0.034,15,4.16667,13.9108207377686,22.832,7.30000019073486,0.040983,0.556163787841797,0.298040115,59,59.89493942,9.041665,9.583335,-0.635,-0.955,1.543,2.075,-0.96,0.583,-1.321,0.754,"NH",3000,0,3000,0,8,0,0,0,0,0,0,0,1.542,1.521,2.065
"583","NH",2008,1,10,8.33333,0,0.56457906961441,0.493097114,3.9,66624.4,"1300000",46.365,-1.2472183,-0.39924082,128.6600037,0.206445976,66.71928787,0.048,0.031,0.027,0.034,0.042,0.062,0.031,0.027,417,-0.979,0.621,1.6,14.0778748224318,0.0512495384615385,0,0,0.034,15,4.16667,13.9108207377686,22.832,7.30000019073486,0.040983,0.556163787841797,0.298040115,59,59.89493942,9.166665,9.583335,-0.644,-0.955,1.563,2.075,-0.964,0.599,-1.321,0.754,"NH",3000,0,3000,0,8,0,0,0,0,0,0,0,1.584,1.543,2.075
"584","NH",2009,1,6.25,8.33333,0,0.569224178791046,0.451314589,6.2,68183.2,"1300000",45.742,-1.1100357,-0.57534999,147.6699982,0.201640274,70.42938614,0.048,0.031,0.027,0.034,0.042,0.062,0.031,0.031,424,-1.005,0.6235,1.6285,14.0778748224318,0.0524486153846154,0,0,0.034,15,4.16667,13.9108207377686,22.832,7.30000019073486,0.040983,0.556163787841797,0.298040115,59,59.89493942,7.291665,9.583335,-0.563,-0.955,1.597,2.004,-0.99,0.607,-1.321,0.683,"NH",3000,0,3000,0,8,0,0,0,0,0,0,0,1.6,1.563,2.075
"585","NH",2010,1,6.25,8.33333,0,0.582541763782501,0.451314589,5.8,69742,"1316708",47.154,-1.1100357,-0.57534999,147.6699982,0.201640274,70.42938614,0.048,0.031,0.027,0.034,0.042,0.062,0.031,0.031,422,-1.004,0.626,1.63,14.0906452401215,0.0529669448351495,0,0,0.034,15,4.16667,13.9108207377686,22.832,7.30000019073486,0.040983,0.556163787841797,0.298040115,59,59.89493942,7.291665,9.583335,-0.548,-0.955,1.606,1.99,-0.989,0.617,-1.321,0.669,"NH",3000,0,3000,0,8,0,0,0,0,0,0,0,1.6285,1.597,2.004
"586","NH",2011,1,24.5,25,1,0.587695598602295,0.451314589,5.4,55712.8,"1318344",49.562,-1.7832452,0.31420189,49,0.191914673,65.3220768,0.048,0.031,0.027,0.034,0.042,0.062,0.031,0.031,426,-0.943,0.7505,1.6935,14.0918869615071,0.0422596833603369,0,0,0.034,15,4.16667,13.9108207377686,22.832,7.30000019073486,0.040983,0.556163787841797,0.298040115,59,59.89493942,24.75,9.583335,0.608,0.671,1.662,2.3,-0.916,0.746,-1.483,0.817,"NH",3000,0,3000,0,8,0,0,0,0,0,0,0,1.63,1.606,1.99
"587","NH",2012,1,24.5,25,1,0.596743643283844,0.451314589,5.5,57271.6,"1321393",51.844,-1.7832452,0.31420189,49,0.191914673,65.3220768,0.048,0.031,0.027,0.034,0.042,0.062,0.048,0.031,410,-0.941,0.746,1.687,14.0941970411521,0.0433418369856659,0,0,0.034,15,4.16667,13.9108207377686,22.832,7.30000019073486,0.040983,0.556163787841797,0.298040115,59,59.89493942,24.75,9.583335,0.615,0.599,1.672,2.522,-0.924,0.748,-1.825,0.697,"NH",3000,0,3000,0,8,0,0,0,0,0,0,0,1.6935,1.662,2.3
"588","NH",2013,1,5.50000000000001,4.1666667,1,0.581125676631927,0.47166248,5.1,58830.4,"1322660",51.611,-1.8341022,0.37254947,42,0.185712898,60.51733208,0.048,0.031,0.027,0.034,0.042,0.062,0.048,0.031,425,-0.987,0.709,1.696,14.0951554183835,0.0444788532200263,0,0,0.034,15,4.16667,13.9108207377686,22.832,7.30000019073486,0.040983,0.556163787841797,0.298040115,59,59.89493942,4.83333335,9.583335,-0.541,0.338,1.676,1.894,-0.97,0.706,-1.077,0.817,"NH",3000,0,3000,0,8,0,0,0,0,0,0,0,1.687,1.672,2.522
"589","NH",2014,1,5.13784459999999,4.1666667,1,0.588226616382599,0.47166248,4.3,78118,"1327996",52.4,-1.8341022,0.37254947,42,0.185712898,60.51733208,0.048,0.031,0.027,0.034,0.042,0.062,0.048,0.031,416,-0.99,0.711,1.701,14.0991815969658,0.0588239723613625,0,0,0.034,15,4.16667,13.9108207377686,22.832,7.30000019073486,0.040983,0.556163787841797,0.298040115,59,59.89493942,4.65225565,9.583335,-0.538,0.338,1.688,1.894,-0.978,0.71,-1.077,0.817,"NH",3000,0,3000,0,8,0,0,0,0,0,0,0,1.696,1.676,1.894
"590","NH",2015,1,9.89974937343359,8.33333333333334,1,0.588706594705582,0.47166248,3.4,75747,"1330608",54.543,-1.8341022,0.37254947,42,0.185712898,60.51733208,0.048,0.031,0.027,0.034,0.042,0.062,0.048,0.031,423,-1.001,0.828,1.829,14.1011465385971,0.0569266079867249,0,0,0.034,15,4.16667,13.9108207377686,22.832,7.30000019073486,0.040983,0.556163787841797,0.298040115,59,59.89493942,9.11654135338346,9.583335,0.52,0.456,1.814,1.95,-0.989,0.825,-1.106,0.844,"NH",3000,0,3000,0,8,0,0,0,0,0,0,0,1.701,1.688,1.894
"591","NH",2016,1,9.89974937343359,8.33333333333334,1,0.589186573028565,0.47166248,2.9,77063,"1327503",55.945,-1.8341022,0.37254947,42,0.185712898,60.51733208,0.048,0.031,0.027,0.034,0.042,0.062,0.048,0.031,425,-1.001,0.8295,1.8305,14.0988102919827,0.0580510929165508,0,0,0.034,15,4.16667,13.9108207377686,22.832,7.30000019073486,0.040983,0.556163787841797,0.298040115,59,59.89493942,9.11654135338346,9.583335,0.52,0.456,1.815,1.95,-0.99,0.825,-1.106,0.844,"NH",3000,0,3000,0,8,0,0,0,0,0,0,0,1.829,1.814,1.95
"592","NJ",1996,0,12.5,10,0,0.59019410610199,0.485796816,6.5,1272440.2,"8100000",31.074,1.3328822,0.38995856,172,96.19334766,1123.078918,0.233,0.221,0.244,0.32,0.255,0.175,0.32,0.32,120,-0.9515,-0.0095,0.942,15.9073746196427,0.157091382716049,1,1,0.32,22.5,17.5,15.8823733174372,27.328,8.10000038146973,0.141712037974684,0.571885287761688,101.5761875,172,1095.380981,11.25,20,-0.066,-0.055,1.003,0.903,-1.001,0.002,-0.926,-0.023,"NJ",3000,0,3000,0,8,0,0,0,0,0,0,0,NA,NA,NA
"593","NJ",1997,0,12.5,10,0,0.592314779758453,0.400332147,5.80000019073486,1323411.9,"8200000",32.83,0.47663185,1.2759759,72,92.63192188,1199.546936,0.233,0.221,0.244,0.32,0.255,0.175,0.32,0.32,120,-0.9545,-0.0035,0.951,15.9196447122345,0.161391695121951,1,1,0.32,22.5,17.5,15.8823733174372,27.328,8.10000038146973,0.141712037974684,0.571885287761688,101.5761875,172,1095.380981,11.25,20,-0.058,-0.055,1.007,0.903,-1.001,0.006,-0.926,-0.023,"NJ",3000,0,3000,0,8,0,0,0,0,0,0,0,0.942,1.003,0.903
"594","NJ",1998,0,10,10,0,0.601676166057587,0.400332147,5,1374383.6,"8300000",34.711,0.47663185,1.2759759,72,92.63192188,1199.546936,0.233,0.221,0.244,0.32,0.255,0.175,0.32,0.32,121,-0.9545,-0.002,0.9525,15.9317660727668,0.165588385542169,1,1,0.32,22.5,17.5,15.8823733174372,27.328,8.10000038146973,0.141712037974684,0.571885287761688,101.5761875,172,1095.380981,10,20,-0.073,-0.055,1.052,0.889,-1.036,0.016,-0.908,-0.019,"NJ",3000,0,3000,0,8,0,0,0,0,0,0,0,0.951,1.007,0.903
"595","NJ",1999,0,10,10,0,0.610406816005707,0.400332147,4.40000009536743,1425355.3,"8400000",36.075,0.51793909,1.3646206,74,87.41439453,1321.694397,0.233,0.221,0.244,0.32,0.255,0.175,0.32,0.32,120,-0.9545,-0.001,0.9535,15.9437422638135,0.169685154761905,1,1,0.32,22.5,17.5,15.8823733174372,27.328,8.10000038146973,0.141712037974684,0.571885287761688,101.5761875,172,1095.380981,10,20,-0.068,-0.055,1.054,0.889,-1.036,0.018,-0.908,-0.019,"NJ",3000,0,3000,0,8,0,0,0,0,0,0,0,0.9525,1.052,0.889
"596","NJ",2000,0,6.25,10,0,0.622350573539734,0.400332147,3.79999995231628,1476327,"8400000",39.411,0.51793909,1.3646206,74,87.41439453,1321.694397,0.233,0.221,0.244,0.32,0.255,0.175,0.244,0.32,120,-0.955,-0.002,0.953,15.9437422638135,0.175753214285714,1,1,0.32,22.5,17.5,15.8823733174372,27.328,8.10000038146973,0.141712037974684,0.571885287761688,101.5761875,172,1095.380981,8.125,20,-0.078,-0.055,1.057,0.889,-1.049,0.008,-0.908,-0.019,"NJ",3000,0,3000,0,8,0,0,0,0,0,0,0,0.9535,1.054,0.889
"597","NJ",2001,0,6.25,10,0,0.603563725948334,0.417885906,3.59999990463257,1513152.4,"8500000",40.585,0.9776485,1.4632703,75,117.4619492,1396.775085,0.233,0.221,0.244,0.32,0.255,0.175,0.244,0.32,124,-0.955,-0.002,0.953,15.9555767214605,0.178017929411765,1,1,0.32,22.5,17.5,15.8823733174372,27.328,8.10000038146973,0.141712037974684,0.571885287761688,101.5761875,172,1095.380981,8.125,20,-0.075,-0.055,1.065,0.889,-1.049,0.016,-0.908,-0.019,"NJ",3000,0,3000,0,8,0,0,0,0,0,0,0,0.953,1.057,0.889
"598","NJ",2002,1,5,0,1,0.59080570936203,0.417885906,5.40000009536743,1549977.8,"8600000",41.308,0.9776485,1.4632703,75,117.4619492,1396.775085,0.233,0.221,0.244,0.32,0.255,0.175,0.244,0.32,122,-0.9515,0.0065,0.958,15.9672727612237,0.180229976744186,1,1,0.32,22.5,17.5,15.8823733174372,27.328,8.10000038146973,0.141712037974684,0.571885287761688,101.5761875,172,1095.380981,2.5,20,-0.778,-0.456,0.999,0.941,-0.981,0.018,-0.943,-0.002,"NJ",3000,0,3000,0,8,0,0,0,0,0,0,0,0.953,1.065,0.889
"599","NJ",2003,1,4.43038,0,1,0.576902508735657,0.417885906,5.90000009536743,1586803.2,"8600000",42.211,0.82244313,1.2839965,80,111.2723555,1260.191345,0.233,0.221,0.244,0.32,0.255,0.175,0.244,0.244,128,-0.9545,0.01,0.9645,15.9672727612237,0.184512,1,1,0.32,22.5,17.5,15.8823733174372,27.328,8.10000038146973,0.141712037974684,0.571885287761688,101.5761875,172,1095.380981,2.21519,20,-0.649,-0.833,0.999,0.94,-0.981,0.018,-0.943,-0.003,"NJ",3000,0,3000,0,8,0,0,0,0,0,0,0,0.958,0.999,0.941
"600","NJ",2004,1,8.75,5,0,0.574903547763824,0.417885906,5.40000009536743,1623628.6,"8600000",43.907,0.82244313,1.2839965,80,111.2723555,1260.191345,0.233,0.221,0.244,0.32,0.255,0.175,0.244,0.244,122,-0.944,0.019,0.963,15.9672727612237,0.188794023255814,1,1,0.32,22.5,17.5,15.8823733174372,27.328,8.10000038146973,0.141712037974684,0.571885287761688,101.5761875,172,1095.380981,6.875,20,-0.843,-0.837,0.98,0.938,-0.953,0.027,-0.927,0.011,"NJ",3000,0,3000,0,8,0,0,0,0,0,0,0,0.9645,0.999,0.94
"601","NJ",2005,1,8.75,5,0,0.57732093334198,0.466294637,4.40000009536743,1660454,"8700000",45.354,0.70369375,1.3071772,72,104.5316992,1255.686096,0.233,0.221,0.244,0.32,0.255,0.175,0.244,0.244,122,-0.945,0.019,0.964,15.9788335836248,0.190856781609195,1,1,0.32,22.5,17.5,15.8823733174372,27.328,8.10000038146973,0.141712037974684,0.571885287761688,101.5761875,172,1095.380981,6.875,20,-0.843,-0.837,0.982,0.938,-0.955,0.027,-0.927,0.011,"NJ",3000,0,3000,0,8,0,0,0,0,0,0,0,0.963,0.98,0.938
"602","NJ",2006,1,11.25,5,0,0.585826754570007,0.466294637,4.5,1697279.4,"8700000",48.36,0.70369375,1.3071772,72,104.5316992,1255.686096,0.233,0.221,0.244,0.32,0.255,0.175,0.221,0.244,121,-0.9515,0.019,0.9705,15.9788335836248,0.195089586206897,1,1,0.32,22.5,17.5,15.8823733174372,27.328,8.10000038146973,0.141712037974684,0.571885287761688,101.5761875,172,1095.380981,8.125,20,-0.856,-0.835,1.015,0.945,-0.98,0.035,-0.934,0.011,"NJ",3000,0,3000,0,8,0,0,0,0,0,0,0,0.964,0.982,0.938
"603","NJ",2007,1,11.25,5,0,0.590565025806427,0.466294637,4.3,1833128.9,"8700000",50.57,0.53944999,1.3548698,66,99.43028125,1217.298645,0.233,0.221,0.244,0.32,0.255,0.175,0.221,0.244,121,-0.9515,0.019,0.9705,15.9788335836248,0.210704471264368,1,1,0.32,22.5,17.5,15.8823733174372,27.328,8.10000038146973,0.141712037974684,0.571885287761688,101.5761875,172,1095.380981,8.125,20,-0.856,-0.835,1.015,0.945,-0.98,0.035,-0.934,0.011,"NJ",3000,0,3000,0,8,0,0,0,0,0,0,0,0.9705,1.015,0.945
"604","NJ",2008,1,10,7.5,0,0.590182900428772,0.466294637,5.3,1770930.2,"8700000",52.33,0.53944999,1.3548698,66,99.43028125,1217.298645,0.233,0.221,0.244,0.32,0.255,0.175,0.221,0.244,120,-0.9625,0.0325,0.995,15.9788335836248,0.203555195402299,1,1,0.32,22.5,17.5,15.8823733174372,27.328,8.10000038146973,0.141712037974684,0.571885287761688,101.5761875,172,1095.380981,8.75,20,-0.903,-0.851,1.003,0.986,-0.983,0.02,-0.944,0.042,"NJ",3000,0,3000,0,8,0,0,0,0,0,0,0,0.9705,1.015,0.945
"605","NJ",2009,1,10,7.5,0,0.602154135704041,0.421353701,9.1,1807755.6,"8800000",50.567,0.62515426,1.109174,88,96.50062891,1178.864868,0.233,0.221,0.244,0.32,0.255,0.175,0.221,0.221,129,-0.9625,0.036,0.9985,15.9902622794484,0.205426772727273,1,1,0.32,22.5,17.5,15.8823733174372,27.328,8.10000038146973,0.141712037974684,0.571885287761688,101.5761875,172,1095.380981,8.75,20,-0.896,-0.846,1.01,0.987,-0.976,0.034,-0.943,0.044,"NJ",3000,0,3000,0,8,0,0,0,0,0,0,0,0.995,1.003,0.986
"606","NJ",2010,0,8.75,7.5,1,0.623285710811615,0.421353701,9.5,1844581,"8803881",51.33,0.62515426,1.109174,88,96.50062891,1178.864868,0.233,0.221,0.244,0.32,0.255,0.175,0.221,0.221,125,-0.9585,0.033,0.9915,15.9907032049538,0.209519074599032,1,1,0.32,22.5,17.5,15.8823733174372,27.328,8.10000038146973,0.141712037974684,0.571885287761688,101.5761875,172,1095.380981,8.125,20,-0.898,-0.837,1.009,0.974,-0.976,0.033,-0.938,0.036,"NJ",3000,0,3000,0,8,0,0,0,0,0,0,0,0.9985,1.01,0.987
"607","NJ",2011,0,8.75,10,1,0.628908455371857,0.421353701,9.3,1513152.4,"8842934",53.562,0.56170654,1.025064,93,92.40329297,1132.429993,0.233,0.221,0.244,0.32,0.255,0.175,0.221,0.221,129,-0.961,0.033,0.994,15.9951292799995,0.171114293061556,1,1,0.32,22.5,17.5,15.8823733174372,27.328,8.10000038146973,0.141712037974684,0.571885287761688,101.5761875,172,1095.380981,9.375,20,-0.903,-0.837,1.018,0.974,-0.985,0.033,-0.938,0.036,"NJ",3000,0,3000,0,8,0,0,0,0,0,0,0,0.9915,1.009,0.974
"608","NJ",2012,0,8.75,10,1,0.647580444812775,0.421353701,9.3,1549977.8,"8874893",55.236,0.56170654,1.025064,93,92.40329297,1132.429993,0.233,0.221,0.244,0.32,0.255,0.175,0.233,0.221,121,-0.984,0.033,1.017,15.998736836915,0.174647491524687,1,1,0.32,22.5,17.5,15.8823733174372,27.328,8.10000038146973,0.141712037974684,0.571885287761688,101.5761875,172,1095.380981,9.375,20,-0.908,-0.851,1.026,0.973,-0.998,0.028,-0.938,0.035,"NJ",3000,0,3000,0,8,0,0,0,0,0,0,0,0.994,1.018,0.974
"609","NJ",2013,0,10,10,1,0.637580037117004,0.410153053,8.2,1586803.2,"8907384",55.425,0.56170654,1.025064,93,92.40329297,1132.429993,0.233,0.221,0.244,0.32,0.255,0.175,0.233,0.221,124,-0.983,0.033,1.016,16.0023911536437,0.178144694334498,1,1,0.32,22.5,17.5,15.8823733174372,27.328,8.10000038146973,0.141712037974684,0.571885287761688,101.5761875,172,1095.380981,10,20,-0.905,-0.851,1.026,0.973,-0.998,0.028,-0.938,0.035,"NJ",3000,0,3000,0,8,0,0,0,0,0,0,0,1.017,1.026,0.973
"610","NJ",2014,0,10,10,1,0.649727404117584,0.410153053,6.7,1943338,"8938844",57.518,0.56170654,1.025064,93,92.40329297,1132.429993,0.233,0.221,0.244,0.32,0.255,0.175,0.233,0.221,122,-0.984,0.033,1.017,16.0059168323012,0.217403726924869,1,1,0.32,22.5,17.5,15.8823733174372,27.328,8.10000038146973,0.141712037974684,0.571885287761688,101.5761875,172,1095.380981,10,20,-0.897,-0.856,1.019,0.976,-0.995,0.024,-0.941,0.035,"NJ",3000,0,3000,0,8,0,0,0,0,0,0,0,1.016,1.026,0.973
"611","NJ",2015,0,10,10,1,0.655882900953294,0.410153053,5.6,1929125,"8958013",60.069,0.56170654,1.025064,93,92.40329297,1132.429993,0.233,0.221,0.244,0.32,0.255,0.175,0.233,0.221,122,-0.994,0.0265,1.0205,16.0080589969651,0.215351886629323,1,1,0.32,22.5,17.5,15.8823733174372,27.328,8.10000038146973,0.141712037974684,0.571885287761688,101.5761875,172,1095.380981,10,20,-0.898,-0.859,1.02,0.979,-0.998,0.022,-0.944,0.035,"NJ",3000,0,3000,0,8,0,0,0,0,0,0,0,1.017,1.019,0.976
"612","NJ",2016,0,15,10,1,0.662038397789003,0.410153053,5,1943338,"8915456",61.24,0.56170654,1.025064,93,92.40329297,1132.429993,0.233,0.221,0.244,0.32,0.255,0.175,0.233,0.221,121,-0.9845,0.034,1.0185,16.0032969577189,0.217974044176764,1,1,0.32,22.5,17.5,15.8823733174372,27.328,8.10000038146973,0.141712037974684,0.571885287761688,101.5761875,172,1095.380981,12.5,20,-0.899,-0.851,1.015,0.973,-0.999,0.016,-0.938,0.035,"NJ",3000,0,3000,0,8,0,0,0,0,0,0,0,1.0205,1.02,0.979
"613","NM",1996,0,15.71429,14.28571,1,0.589943408966064,0.448578432,7.40000009536743,121969.2,"1800000",19.637,-1.5037073,0.34641492,63.89999771,0,272.1059494,0.14,0.11,0.109,0.093,0.098,0.092,0.093,0.093,112,-0.885,0.969,1.854,14.4032972228664,0.0677606666666667,0,1,0.093,25.71429,14.28571,14.28551418721,17.43,7.5,0.063276,0.568137347698212,4.821376465,63.89999771,300.5713806,15,20,-0.686,-0.605,2.057,1.526,-0.959,1.098,-0.745,0.781,"NM",3000,0,3000,0,8,0,0,0,0,0,0,0,NA,NA,NA
"614","NM",1997,0,10,9.52381,1,0.570488929748535,0.459758694,7.09999990463257,128878.4,"1800000",20.356,-1.4142311,0.42767704,63.89999771,0,373.5429993,0.14,0.11,0.109,0.093,0.098,0.092,0.093,0.093,112,-0.885,1.11,1.995,14.4032972228664,0.0715991111111111,0,1,0.093,25.71429,14.28571,14.28551418721,17.43,7.5,0.063276,0.568137347698212,4.821376465,63.89999771,300.5713806,9.761905,20,-0.563,-0.569,2.161,1.741,-0.955,1.206,-0.765,0.976,"NM",3000,0,3000,0,8,0,0,0,0,0,0,0,1.854,2.057,1.526
"615","NM",1998,0,10,9.52381,1,0.571543097496033,0.459758694,6.30000019073486,135787.6,"1800000",21.165,-1.4142311,0.42767704,63.89999771,0,373.5429993,0.14,0.11,0.109,0.093,0.098,0.092,0.093,0.093,111,-0.88,1.11,1.99,14.4032972228664,0.0754375555555556,0,1,0.093,25.71429,14.28571,14.28551418721,17.43,7.5,0.063276,0.568137347698212,4.821376465,63.89999771,300.5713806,9.761905,20,-0.563,-0.524,2.161,1.733,-0.955,1.206,-0.757,0.976,"NM",3000,0,3000,0,8,0,0,0,0,0,0,0,1.995,2.161,1.741
"616","NM",1999,0,7.14286,9.52381,1,0.57655668258667,0.459758694,6,142696.8,"1800000",21.476,-1.356724,0.35160062,63.89999771,0,373.942276,0.14,0.11,0.109,0.093,0.098,0.092,0.093,0.093,111,-0.874,1.046,1.92,14.4032972228664,0.079276,0,1,0.093,25.71429,14.28571,14.28551418721,17.43,7.5,0.063276,0.568137347698212,4.821376465,63.89999771,300.5713806,8.333335,20,-0.387,-0.569,2.018,1.741,-0.957,1.061,-0.765,0.976,"NM",3000,0,3000,0,8,0,0,0,0,0,0,0,1.99,2.161,1.733
"617","NM",2000,0,7.14286,9.52381,1,0.552921533584595,0.459758694,5.19999980926514,149606,"1800000",22.973,-1.356724,0.35160062,63.89999771,0,373.942276,0.14,0.11,0.109,0.093,0.098,0.092,0.109,0.093,112,-0.875,1.046,1.921,14.4032972228664,0.0831144444444444,0,1,0.093,25.71429,14.28571,14.28551418721,17.43,7.5,0.063276,0.568137347698212,4.821376465,63.89999771,300.5713806,8.333335,20,-0.401,-0.569,2.021,1.741,-0.96,1.061,-0.765,0.976,"NM",3000,0,3000,0,8,0,0,0,0,0,0,0,1.92,2.018,1.741
"618","NM",2001,0,10,7.14286,1,0.586879909038544,0.49968074,4.80000019073486,155159.5,"1800000",24.613,-1.3541468,0.3546311,63.89999771,0,377.2124023,0.14,0.11,0.109,0.093,0.098,0.092,0.109,0.093,113,-0.8655,1.045,1.9105,14.4032972228664,0.0861997222222222,0,1,0.093,25.71429,14.28571,14.28551418721,17.43,7.5,0.063276,0.568137347698212,4.821376465,63.89999771,300.5713806,8.57143,20,-0.415,-0.503,1.979,1.821,-0.934,1.045,-0.757,1.064,"NM",3000,0,3000,0,8,0,0,0,0,0,0,0,1.921,2.021,1.741
"619","NM",2002,0,10,7.14286,1,0.580832898616791,0.49968074,5.19999980926514,160713,"1900000",25.074,-1.3541468,0.3546311,63.89999771,0,377.2124023,0.14,0.11,0.109,0.093,0.098,0.092,0.109,0.093,120,-0.858,1.045,1.903,14.4573644441367,0.0845857894736842,0,1,0.093,25.71429,14.28571,14.28551418721,17.43,7.5,0.063276,0.568137347698212,4.821376465,63.89999771,300.5713806,8.57143,20,-0.345,-0.503,1.98,1.776,-0.934,1.046,-0.748,1.028,"NM",3000,0,3000,0,8,0,0,0,0,0,0,0,1.9105,1.979,1.821
"620","NM",2003,1,11.42857,7.14286,0,0.599321484565735,0.49968074,5.80000019073486,166266.5,"1900000",25.861,-1.3909042,0.40720737,63.89999771,0,378.9518738,0.14,0.11,0.109,0.093,0.098,0.092,0.109,0.109,111,-0.8655,0.971,1.8365,14.4573644441367,0.0875086842105263,0,1,0.093,25.71429,14.28571,14.28551418721,17.43,7.5,0.063276,0.568137347698212,4.821376465,63.89999771,300.5713806,9.285715,20,-0.54,-0.5,1.904,1.692,-0.933,0.971,-0.765,0.927,"NM",3000,0,3000,0,8,0,0,0,0,0,0,0,1.903,1.98,1.776
"621","NM",2004,1,11.42857,7.14286,0,0.624370992183685,0.49968074,5.90000009536743,171820,"1900000",27.182,-1.3909042,0.40720737,63.89999771,0,378.9518738,0.14,0.11,0.109,0.093,0.098,0.092,0.109,0.109,112,-0.858,0.971,1.829,14.4573644441367,0.0904315789473684,0,1,0.093,25.71429,14.28571,14.28551418721,17.43,7.5,0.063276,0.568137347698212,4.821376465,63.89999771,300.5713806,9.285715,20,-0.54,-0.503,1.904,1.684,-0.933,0.971,-0.757,0.927,"NM",3000,0,3000,0,8,0,0,0,0,0,0,0,1.8365,1.904,1.692
"622","NM",2005,1,10,7.14286,0,0.647434651851654,0.504003359,5.5,177373.5,"1900000",28.755,-1.4216355,0.49081883,63.89999771,0,400.4321899,0.14,0.11,0.109,0.093,0.098,0.092,0.109,0.109,112,-0.9345,0.9815,1.916,14.4573644441367,0.0933544736842105,0,1,0.093,25.71429,14.28571,14.28551418721,17.43,7.5,0.063276,0.568137347698212,4.821376465,63.89999771,300.5713806,8.57143,20,-0.701,-0.503,1.987,1.714,-0.993,0.994,-0.799,0.915,"NM",3000,0,3000,0,8,0,0,0,0,0,0,0,1.829,1.904,1.684
"623","NM",2006,1,10,7.14286,0,0.652076542377472,0.504003359,4.90000009536743,182927,"2000000",30.364,-1.4216355,0.49081883,63.89999771,0,400.4321899,0.14,0.11,0.109,0.093,0.098,0.092,0.11,0.109,111,-0.9345,0.976,1.9105,14.5086577385242,0.0914635,0,1,0.093,25.71429,14.28571,14.28551418721,17.43,7.5,0.063276,0.568137347698212,4.821376465,63.89999771,300.5713806,8.57143,20,-0.701,-0.507,1.987,1.654,-0.993,0.994,-0.799,0.855,"NM",3000,0,3000,0,8,0,0,0,0,0,0,0,1.916,1.987,1.714
"624","NM",2007,1,10,7.14286,0,0.654836416244507,0.504003359,3.8,197970.4,"2000000",31.703,-1.3290104,0.42011231,63.89999771,0,427.2489319,0.14,0.11,0.109,0.093,0.098,0.092,0.11,0.109,113,-0.957,0.995,1.952,14.5086577385242,0.0989852,0,1,0.093,25.71429,14.28571,14.28551418721,17.43,7.5,0.063276,0.568137347698212,4.821376465,63.89999771,300.5713806,8.57143,20,-0.754,-0.507,2.089,1.748,-1.065,1.024,-0.833,0.915,"NM",3000,0,3000,0,8,0,0,0,0,0,0,0,1.9105,1.987,1.654
"625","NM",2008,1,10,7.14286,0,0.648138582706451,0.504003359,4.5,194034,"2000000",33.447,-1.3290104,0.42011231,63.89999771,0,427.2489319,0.14,0.11,0.109,0.093,0.098,0.092,0.11,0.109,112,-0.958,0.995,1.953,14.5086577385242,0.097017,0,1,0.093,25.71429,14.28571,14.28551418721,17.43,7.5,0.063276,0.568137347698212,4.821376465,63.89999771,300.5713806,8.57143,20,-0.736,-0.507,2.089,1.776,-1.065,1.024,-0.861,0.915,"NM",3000,0,3000,0,8,0,0,0,0,0,0,0,1.952,2.089,1.748
"626","NM",2011,0,2.85714,14.28571,1,0.588466882705688,0.423351,7.5,155159.5,"2078226",34.737,-1.3407625,0.3583945,63.89999771,0,388.1477051,0.14,0.11,0.109,0.093,0.098,0.092,0.11,0.11,111,-0.97,0.989,1.959,14.5470252031491,0.0746595894767941,0,1,0.093,25.71429,14.28571,14.28551418721,17.43,7.5,0.063276,0.568137347698212,4.821376465,63.89999771,300.5713806,8.571425,20,-0.099,-0.524,2.117,1.842,-1.091,1.026,-0.885,0.957,"NM",3000,0,3000,0,8,0,0,0,0,0,0,0,1.953,2.089,1.776
